,p_opt,ip_opt,Temp,ip,RRDD,I,p,L,AUDPC,GDUsum,H,HSEN,LeakI,LeakL,R,LAT,CumuLeak,DIS,TOTSITES,Sev,DVS8,RAUPC,GDU,RTinc,SITEmax,RRG,RG,Rc_W,RRLEX,inocp,RcOpt,RcT,RcA,Rc,COFR,Agg,RRSEN,RSEN,RLEX,RDI,REM,RT,RDL,RI
91,10,28,25.516780699999998,28.0,0.0001,12034.761737642162,11.047267647186699,203.61826115434314,0.05699055291351647,1152.0116971000002,8248873.138878775,1733431.0173471535,35.02689470941487,16.259765382723383,5400.36594776606,0,51.28666009213825,17690.032606654706,9999994.188832583,0.001769004288663479,4.432365489519651,0.001769004288663479,11.516780699999998,11.516780699999998,10000000,0.173,0.8292855826793865,3,0.01,10,0.24,0.5686575440000001,0.0001,4.094334316800001e-05,0.997860049909535,1,0.002307,19030.150431393336,120.0900794817297,1.2034761737642163,423.93597863436383,69.89086865096937,0.020361826115434314,10.491688933529286
92,10,28,25.302892399999998,28.0,0.0001,11799.603230966733,10.88649578914425,144.19871961078763,0.05875955720217995,1163.5284778000002,8229713.235964549,1752461.167778547,36.230370883179084,16.280127208838817,5824.301926400424,0,52.5104980920179,17820.614375069963,9999995.018118165,0.0017820623253093889,4.482657108296944,0.0017820623253093889,11.302892399999998,11.302892399999998,10000000,0.173,0.7092906385584972,3,0.01,10,0.24,0.5857686080000002,0.0001,4.2175339776000015e-05,0.9978392796321368,1,0.002307,18985.948535370215,117.7410758793288,1.1799603230966733,421.82134016491466,45.36684648780982,0.014419871961078764,10.49657698808025
93,10,28,25.343905,28.0,0.0001,11539.709852845861,10.916959804095155,109.31403023909698,0.06054161952748934,1174.8313702000003,8210599.75906695,1771447.116313917,37.41033120627576,16.294547080799894,6246.123266565339,0,53.70487828707565,17948.852027937373,9999995.727408804,0.0017948859696751366,4.5320147170305685,0.0017948859696751366,11.343905,11.343905,10000000,0.173,0.6068932770857081,3,0.01,10,0.24,0.5824876,0.0001,4.1939107199999995e-05,0.9978187098507584,1,0.002307,18941.853744167453,115.14538397418742,1.153970985284586,431.4393568673347,20.543990172283017,0.010931403023909698,10.48290946020786
94,10,28,25.49564475,28.0,0.0001,11242.805899139712,11.031169413752465,99.24201812399791,0.06233650549716448,1186.1752752000002,8191532.883922624,1790388.9700580845,38.564302191560344,16.305478483823805,6677.562623432674,0,54.86978067538415,18074.480321371768,9999996.33430208,0.0018074486946932687,4.5815514200873375,0.0018074486946932687,11.49564475,11.49564475,10000000,0.173,0.5194789513885377,3,0.01,10,0.24,0.57034842,0.0001,4.1065086240000005e-05,0.9977983745726875,1,0.002307,18897.866463209495,112.18053451797827,1.1242805899139712,447.60073755516447,10.513869056856958,0.009924201812399792,10.460670332443007
95,10,28,25.3451034,28.0,0.0001,10916.775284569469,10.91785253537715,99.17889519777155,0.06414395419185774,1197.6709199500003,8172512.895733516,1809286.836521294,39.68858278147432,16.315402685636204,7125.163360987838,0,56.003985467110525,18197.121526222192,9999996.853781033,0.0018197127251436882,4.631750742139739,0.0018197127251436882,11.3451034,11.3451034,10000000,0.173,0.4448265108189632,3,0.01,10,0.24,0.582391728,0.0001,4.1932204416e-05,0.9977783218441532,1,0.002307,18853.98735045722,108.92521723387452,1.0916775284569469,921.3642812357348,10.528127559832889,0.009917889519777156,10.456747447510804
96,10,28,25.278453900000002,28.0,0.0001,10113.772670598984,10.868423663734614,99.0975971959297,0.06596366691700142,1209.0160233500003,8153539.971244888,1828140.823871751,40.780260309931265,16.32532057515598,8046.527642223573,0,57.10558088508725,18316.503490903575,9999997.298607543,0.001831650843891135,4.681292678384281,0.001831650843891135,11.278453900000002,11.278453900000002,10000000,0.173,0.3810482667223212,3,0.01,10,0.24,0.5877236879999997,0.0001,4.231610553599998e-05,0.997758587225861,1,0.002307,18810.21681366196,100.91103531340366,1.0113772670598984,0.0,10.552212244294628,0.00990975971959297,10.4270162020069
97,10,28,25.30026225,28.0,0.0001,10224.224540889623,10.884547923312441,98.96249139392238,0.06779531776089257,1220.2944772500002,8134618.797427977,1846951.040685413,41.791637576991164,16.335230334875575,8046.527642223573,0,58.12686791186674,18427.841542418984,9999997.679655809,0.0018427845818313484,4.730543568777294,0.0018427845818313484,11.30026225,11.30026225,10000000,0.173,0.32653949770871,3,0.01,10,0.24,0.58597902,0.0001,4.2190489440000004e-05,0.9977397600727148,1,0.002307,18766.565665666345,102.01115340356776,1.0224224540889624,960.0451463935584,10.500109712557034,0.009896249139392238,10.430390049043545
98,10,28,24.9578324,28.0,0.0001,9375.6682351581,10.636764876891812,98.8828754812695,0.06963810234272391,1231.5947395000003,8115740.116758356,1865717.6063510792,42.814060031080125,16.345126584014967,9006.572788617132,0,59.159186615095095,18540.2830858716,9999998.006195307,0.001854028678244268,4.779889692139739,0.001854028678244268,10.957832400000001,10.957832400000001,10000000,0.173,0.27993477274260237,3,0.01,10,0.24,0.6152709499999999,0.0001,4.429950839999999e-05,0.997720722402657,1,0.002307,18723.012549361527,93.54298484589584,0.9375668235158101,446.41712749950295,10.522743699048617,0.00988828754812695,10.414390824294184
99,10,28,25.03801955,28.0,0.0001,9032.379269380026,10.693771491995234,98.76463431896694,0.07149213102096819,1242.5525719000002,8096913.426768097,1884440.6189004406,43.75162685459593,16.355014871563093,9452.989916116634,0,60.106641726159026,18644.240461541784,9999998.28613008,0.0018644243656922622,4.827740488646289,0.0018644243656922622,11.038019550000001,11.038019550000001,10000000,0.173,0.24007307520870833,3,0.01,10,0.24,0.6069584359999999,0.0001,4.3701007392e-05,0.9977026544291803,1,0.002307,18679.579375554,90.11628772871552,0.9032379269380026,445.3059979731292,10.473906485113968,0.009876463431896694,10.39381725561722
100,10,28,25.44154245,28.0,0.0001,8686.760227693789,10.990175260702669,98.6746686260383,0.07335655538666044,1253.5905914500001,8078133.577360634,1903120.1982759947,44.65486478153394,16.36489133499499,9898.295914089764,0,61.019756116528924,18744.75056652612,9999998.526203154,0.0018744753329121954,4.875941447379914,0.0018744753329121954,11.44154245,11.44154245,10000000,0.173,0.20596563084002,3,0.01,10,0.24,0.574676604,0.0001,4.1376715487999995e-05,0.9976849410590902,1,0.002307,18636.254262970982,86.66649865761127,0.8686760227693789,0.0,10.494269219645618,0.00986746686260383,10.358597505729712
101,10,28,25.338967500000003,28.0,0.0001,8783.052319548277,10.913283222037741,98.52912944525978,0.07523103071957264,1265.0321339000002,8059400.503967131,1921756.4525389657,45.523540804303316,16.374758801857595,9898.295914089764,0,61.89829960616091,18841.77566268946,9999998.732168784,0.0018841778051508897,4.925904514847162,0.0018841778051508897,11.338967500000003,11.338967500000003,10000000,0.173,0.17677070000208364,3,0.01,10,0.24,0.5828825999999998,0.0001,4.1967547199999986e-05,0.9976675896797251,1,0.002307,18593.037062652173,87.62566637674648,0.8783052319548277,637.3834034335964,10.49108324865595,0.009852912944525978,10.367743428959756
102,10,28,25.408347749999997,28.0,0.0001,8242.907360508128,10.965173597801439,98.39593671261906,0.07711520852472353,1276.3711014000003,8040709.650265372,1940349.489601618,46.40184603625814,16.384611714802123,10535.67931752336,0,62.78645775106027,18939.769072495168,9999998.908939486,0.0018939771138938811,4.97541965676856,0.0018939771138938811,11.408347749999997,11.408347749999997,10000000,0.173,0.15177118393017802,3,0.01,10,0.24,0.5773321800000002,0.0001,4.156791696000001e-05,0.9976500505062847,1,0.002307,18549.917263162217,82.2353694452956,0.8242907360508129,231.73414424335303,10.491688933529286,0.009839593671261906,10.341835300827697
103,10,28,25.44786095,28.0,0.0001,8103.07598390755,10.994947165516535,98.23624348624621,0.07900918563861742,1287.7794491500003,8022067.307568648,1958899.4068647802,47.226136772308955,16.394451308473386,10767.413461766713,0,63.62058808078234,19032.346277241293,9999999.060710669,0.0019032348064929442,5.025237769213975,0.0019032348064929442,11.447860949999999,11.447860949999999,10000000,0.173,0.1303562307785955,3,0.01,10,0.24,0.574171124,0.0001,4.1340320928e-05,0.9976331164770308,1,0.002307,18506.90937856087,80.83896946875872,0.8103075983907551,237.14203780938374,10.49657698808025,0.009823624348624622,10.334190894132728
104,10,28,25.27680555,28.0,0.0001,7956.459184956614,10.867206878463795,98.06403376795006,0.08091242044511036,1299.2273101000003,8003469.3553859545,1977406.3162433412,48.03644437069971,16.40427493282201,11004.555499576098,0,64.44071930352172,19123.519437604184,9999999.191066898,0.0019123520984569097,5.075228428384281,0.0019123520984569097,11.276805549999999,11.276805549999999,10000000,0.173,0.11200489330543036,3,0.01,10,0.24,0.5878555560000001,0.0001,4.232560003200001e-05,0.9976162919225756,1,0.002307,18464.0039028754,79.37493308929736,0.7956459184956615,236.876518955076,10.48290946020786,0.009806403376795007,10.335959167050436
105,10,28,24.90303445,28.0,0.0001,7808.644862632547,10.598156263263116,97.90727707141585,0.08282477254356728,1310.5041156500004,7984915.752595716,1995870.3201462165,48.83209028919537,16.414081336198805,11241.432018531174,0,65.24617162539417,19213.23032986053,9999999.303071793,0.0019213231668884839,5.12447212074236,0.0019213231668884839,10.90303445,10.90303445,10000000,0.173,0.09627299527073017,3,0.01,10,0.24,0.62212069375,0.0001,4.4792689950000006e-05,0.9975995851177754,1,0.002307,18421.200741238317,77.89900875294278,0.7808644862632548,235.24711001261247,10.460670332443007,0.009790727707141586,10.34893061464829
106,10,28,24.799489700000002,28.0,0.0001,7660.976567219057,10.52596240798574,97.78574662591399,0.08474609571045576,1321.4071501000003,7966406.400188105,2014291.520887455,49.612954775458626,16.423872063905947,11476.679128543787,0,66.03682683936458,19301.478269228122,9999999.399344789,0.0019301479428581543,5.172083624890831,0.0019301479428581543,10.799489700000002,10.799489700000002,10000000,0.173,0.08278159886505558,3,0.01,10,0.24,0.6350637874999997,0.0001,4.572459269999998e-05,0.9975829972041306,1,0.002307,18378.49966523396,76.42459965436998,0.7660976567219058,233.10558450360844,10.456747447510804,0.009778574662591398,10.349448369145662
107,10,28,24.92690295,28.0,0.0001,7513.986232160607,10.614938620062821,97.66866897288625,0.08667624365331392,1332.2066398000004,7947941.209256447,2032670.020552689,50.37905243218053,16.433650638568537,11709.784713047395,0,66.81270307074907,19388.252317251634,9999999.482126387,0.0019388253321318113,5.219242968558953,0.0019388253321318113,10.926902949999999,10.926902949999999,10000000,0.173,0.07120730220188483,3,0.01,10,0.24,0.6191371312500001,0.0001,4.4577873450000014e-05,0.997566530615966,1,0.002307,18335.900469754626,74.95701176712592,0.7513986232160608,244.95752089214866,10.4270162020069,0.009766866897288626,10.33414241847451
108,10,28,24.83256345,28.0,0.0001,7353.661340614375,10.54891507029248,97.56602832245657,0.08861506898544573,1343.1335427500003,7929520.0888398085,2051005.9210224436,51.13045105539659,16.443417505465824,11954.742233939543,0,67.57386856086242,19473.54347143724,9999999.553333689,0.001947354434125486,5.266958701965066,0.001947354434125486,10.832563449999999,10.832563449999999,10000000,0.173,0.061273996207352716,3,0.01,10,0.24,0.6309295687500002,0.0001,4.542692895000002e-05,0.9975501875618216,1,0.002307,18293.40294495344,73.35646249595987,0.7353661340614376,225.30281045416677,10.430390049043545,0.009756602832245657,10.33323588098273
109,10,28,25.028085750000002,28.0,0.0001,7211.410016571151,10.686676221111808,97.45911755156351,0.09056242341957121,1353.9661062000002,7911143.057470474,2069299.323967397,51.86581718945803,16.453174108298068,12180.04504439371,0,68.3189912977561,19557.233169814182,9999999.614607686,0.0019557233923534947,5.314262472489084,0.0019557233923534947,11.028085750000002,11.028085750000002,10000000,0.173,0.05274586146462545,3,0.01,10,0.24,0.6077531399999998,0.0001,4.375822607999999e-05,0.9975339840804607,1,0.002307,18251.007133584386,71.9362656466796,0.7211410016571151,240.88131711983758,10.414390824294184,0.009745911755156352,10.314780337551834
110,10,28,24.862731150000002,28.0,0.0001,7052.15821492063,10.569938446987418,97.349761153066,0.0925181468119247,1364.9941919500002,7892809.852036768,2087550.3311009814,52.586958191115144,16.462920020053225,12420.926361513548,0,69.04987821116836,19639.484215798413,9999999.667353546,0.0019639484869098914,5.362420052183407,0.0019639484869098914,10.862731150000002,10.862731150000002,10000000,0.173,0.04542141308338564,3,0.01,10,0.24,0.6271586062499998,0.0001,4.515541964999998e-05,0.9975179007939026,1,0.002307,18208.712428648825,70.34654058614102,0.705215821492063,235.26684731669116,10.39381725561722,0.0097349761153066,10.317652756109295
111,10,28,25.0010608,28.0,0.0001,6896.926509624204,10.667421066684504,97.26386167744276,0.0944820952988346,1375.8569231000001,7874520.520836189,2105759.04352963,53.292174012607205,16.472654996168533,12656.193208830238,0,69.76482900877573,19720.14840914066,9999999.71277496,0.0019720148975552717,5.409855559388647,0.0019720148975552717,11.001060800000001,11.001060800000001,10000000,0.173,0.039128438764059414,3,0.01,10,0.24,0.6099151359999999,0.0001,4.391388979199999e-05,0.9975019575364649,1,0.002307,18166.51894156909,68.79697694335282,0.6896926509624205,228.51288712936676,10.358597505729712,0.009726386167744277,10.302114286351316
112,10,28,24.93706375,28.0,0.0001,6746.879504292958,10.622098994809196,97.19765207189663,0.09645411019638987,1386.8579839000001,7856274.94193183,2123925.5624711993,53.981866663569626,16.48238138233628,12884.706095959606,0,70.4642480459059,19799.247500370362,9999999.7519034,0.0019799247991582974,5.457895126200874,0.0019799247991582974,10.93706375,10.93706375,10000000,0.173,0.033719691251009376,3,0.01,10,0.24,0.61786703125,0.0001,4.448642625e-05,0.9974861527425762,1,0.002307,18124.426391036734,67.29918879754923,0.6746879504292959,205.18505710214808,10.367743428959756,0.009719765207189663,10.2993900399127
