,p_opt,ip_opt,Temp,ip,RRDD,I,p,L,AUDPC,GDUsum,H,HSEN,LeakI,LeakL,R,LAT,ResSpray,CumuLeak,DIS,TOTSITES,Sev,DVS8,RAUPC,GDU,RTinc,SITEmax,RRG,RG,Rc_W,RRLEX,inocp,RcOpt,RcT,RcA,Residual,RcFCur,FungEffcCur,EffRes,FungEffecRes,RcRes,Rc,COFR,Agg,RRSEN,RSEN,RLEX,RDI,REM,FlowRes,RT,RDL,RI
10,10,28,27.839000249999998,28.0,0.0001,27.454589292399433,13.156813032579823,56.74491908266401,0.0001323976847365434,142.4136743,6359888.782330486,96042.63059987321,0.0273288142352282,0.022139622560296623,9.999482117890002,0,0.0,0.049468436795524824,94.24845892974898,6456025.6613892885,1.4598526070521754e-05,0.02364049912663754,1.4598526070521754e-05,13.839000249999998,13.839000249999998,10000000,0.173,389929.5896892544,3,0.01,10,0.24,0.3544039590000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2551708504800002,0.9999851810203779,1,0.002307,14672.26352083643,0.27454182443400177,0.0027454589292399433,0.999948211789,0.0,0.0,0.005674491908266402,17.005507083315514
11,10,28,27.8440091,28.0,0.0001,26.726437446115195,13.162234269194789,73.74475167407127,0.00014699621080706515,156.25267455,6735128.828449996,110714.89412070965,0.030074273164468146,0.027814114468563023,10.999430329679003,0,0.0,0.05788838763303117,111.5285078374985,6845955.251078543,1.629115349825399e-05,0.08407281462882094,1.629115349825399e-05,13.844009100000001,13.844009100000001,10000000,0.173,367502.13046400255,3,0.01,10,0.24,0.3535825075999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25457940547199986,0.99998344105007,1,0.002307,15537.942307234141,0.2672599488437572,0.0026726437446115197,0.999948211789,0.0,0.0,0.007374475167407127,16.80388788831208
12,10,28,27.95767385,28.0,0.0001,25.99107653942534,13.286469574651072,90.54126508721595,0.00016328736430531914,170.09668365,7087075.945458927,126252.8364279438,0.03274691690907967,0.03518858963597015,11.999378541468003,0,0.0,0.06793550654504982,128.59965567465434,7213457.381542546,1.782774179878141e-05,0.1445270028384279,1.782774179878141e-05,13.957673849999999,13.957673849999999,10000000,0.173,341647.997507201,3,0.01,10,0.24,0.33494148860000017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2411578717920001,0.9999818546713509,1,0.002307,16349.884306173744,0.2599060492279959,0.002599107653942534,0.999948211789,0.0,0.0,0.009054126508721595,16.26783896976903
13,10,28,27.493537349999997,28.0,0.0001,25.248435269210393,12.79338566609,106.80004993047626,0.00018111510610410055,184.05435749999998,7412357.530914935,142602.72073411755,0.0353460245630222,0.044242716144691746,12.999326753257003,0,0.0,0.07958874070771395,145.12740069365137,7555105.379049746,1.9209182852179485e-05,0.20547754366812218,1.9209182852179485e-05,13.493537349999997,13.493537349999997,10000000,0.173,313518.09186696674,3,0.01,10,0.24,0.41051701200000024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2955722486400002,0.9999804212683107,1,0.002307,17100.308923820758,0.25247940936870683,0.0025248435269210395,0.999948211789,0.0,0.0,0.010680004993047627,17.46259067624078
14,10,28,27.4706186,28.0,0.0001,24.49844162326318,12.769983999369675,124.251960601724,0.00020032428895628003,197.54789484999998,7708757.598787996,159703.0296579383,0.03787086808994324,0.05492272113773937,13.999274965046004,0,0.0,0.0927935892276826,162.84247077926085,7868623.470916714,2.0695166236018827e-05,0.26440128755458503,2.0695166236018827e-05,13.470618600000002,13.470618600000002,10000000,0.173,284243.5847499706,3,0.01,10,0.24,0.41235051199999984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2968923686399999,0.9999788760991867,1,0.002307,17784.10388040391,0.2449792412061225,0.0024498441623263183,0.999948211789,0.0,0.0,0.0124251960601724,17.273246718931556
15,10,28,27.644565449999998,28.0,0.0001,23.741022808517975,12.949767112804622,141.5127821245954,0.00022101945519229887,211.01851344999997,7975199.561431603,177487.13353834223,0.04032071225226956,0.06734791719791176,14.999223176835004,0,0.0,0.10766862945018132,180.36069673939855,8152867.055666684,2.212236450170472e-05,0.32322494956331865,2.212236450170472e-05,13.644565449999998,13.644565449999998,10000000,0.173,254850.69156266563,3,0.01,10,0.24,0.38629126620000026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2781297116640002,0.9999773853159974,1,0.002307,18398.785488222707,0.23740485912789264,0.0023741022808517974,0.999948211789,0.0,4.7818574116278585,0.01415127821245954,16.602934501687336
16,10,28,27.543732650000003,28.0,0.0001,27.757962765203875,12.844939459331695,153.3197079364424,0.00024314181969400359,224.66307889999996,8211634.627166685,195885.91902656492,0.04269481453312136,0.0814991954103713,15.999171388624005,0,0.0,0.12419400994349267,197.20103610021377,8407717.747229349,2.3454764066645643e-05,0.38280820480349326,2.3454764066645643e-05,13.543732650000003,13.543732650000003,10000000,0.173,226201.65343718813,3,0.01,10,0.24,0.40282784539999955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29003604868799965,0.9999759857434705,1,0.002307,18944.241184873543,0.2775729617836529,0.0027757962765203874,0.999948211789,0.0,5.0746613498439,0.015331970793644241,18.050616505835585
17,10,28,27.33549505,28.0,0.0001,32.107473068765906,12.633735043863675,166.28033112164044,0.0002665965837606492,238.20681154999997,8418873.711229531,214830.16021143846,0.045470610809641744,0.09683116620401555,16.999119600413003,0,0.0,0.1423017770136573,215.529225567833,8633919.400666537,2.4963080562368257e-05,0.44195114213973785,2.4963080562368257e-05,13.335495049999999,13.335495049999999,10000000,0.173,198964.87878108077,3,0.01,10,0.24,0.4231603960000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30467548512000003,0.9999743999357398,1,0.002307,19422.34175180653,0.32106651115392115,0.003210747306876591,0.999948211789,0.0,13.51857701552633,0.016628033112164046,19.78210950416068
18,10,28,27.71422815,28.0,0.0001,44.94395763635028,13.023194794228578,172.52723557716263,0.0002915596643230175,251.54230659999996,8598396.14508279,234252.50196324498,0.04868135811651834,0.1134591993161796,17.999067812202004,0,0.0,0.16214055743269792,235.6324015831476,8832884.279447619,2.6676722362526336e-05,0.5001847449781658,2.6676722362526336e-05,13.71422815,13.71422815,10000000,0.173,173611.09330561187,3,0.01,10,0.24,0.37486658339999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.26990394004799995,0.9999725965237632,1,0.002307,19836.500006706,0.44942726015675205,0.004494395763635028,0.999948211789,0.0,6.966064274148573,0.017252723557716263,22.130218828128484
19,10,28,28.24162705,28.0,0.0001,51.35500656310297,13.496387953678477,187.67413740758482,0.00031823638668554384,265.25653474999996,8752148.158735609,254089.00196995097,0.053175753880153366,0.13071192287389585,18.999016023991004,0,0.0,0.1838876767540492,258.21204767143286,9006495.37275323,2.8669536482812736e-05,0.5600722041484714,2.8669536482812736e-05,14.241627050000002,14.241627050000002,10000000,0.173,150428.68470711898,3,0.01,10,0.24,0.2883731637999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2076286779359998,0.9999704981651065,1,0.002307,20191.20590220305,0.5135349149617839,0.005135500656310297,0.999948211789,0.0,6.523766638476772,0.018767413740758482,20.662457546749124
20,10,28,28.099968150000002,28.0,0.0001,57.387224404096216,13.400313561139688,201.79406090211643,0.0003469059231683566,279.49816179999993,8882364.461548062,274280.207872154,0.058311254536463665,0.14947933661465435,19.998964235780004,0,0.0,0.207790591151118,279.38804013314376,9156924.057460349,3.0511123427470182e-05,0.6222627152838425,3.0511123427470182e-05,14.099968150000002,14.099968150000002,10000000,0.173,129551.18477392566,3,0.01,10,0.24,0.31160522339999963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22435576084799974,0.9999685467474703,1,0.002307,20491.61491279138,0.5738541938923505,0.005738722440409622,0.999948211789,0.0,6.807431029042997,0.020179406090211644,22.874749428653388
21,10,28,27.83886265,28.0,0.0001,63.76282269280215,13.15666416677713,217.8411998956366,0.00037741704659582676,293.59812994999993,8991400.582805574,294771.82278494537,0.06404997697687329,0.169658742704866,20.998912447569005,0,0.0,0.23370871968173929,302.8366437556895,9286475.242234275,3.2610504616262636e-05,0.6838346286026198,3.2610504616262636e-05,13.83886265,13.83886265,10000000,0.173,110989.65376480244,3,0.01,10,0.24,0.3544265254000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.255187098288,0.9999663204367817,1,0.002307,20743.16124453246,0.637606751887843,0.006376282269280216,0.999948211789,0.0,6.364054393365451,0.02178411998956366,26.27090168630954
22,10,28,27.3167306,28.0,0.0001,69.75815934399716,12.615043878197525,237.72626306859112,0.0004100275512120894,307.43699259999994,9081620.166817406,315514.9840294778,0.0704262592461535,0.19144286269442967,21.998860659358005,0,0.0,0.2618691219405832,329.74515219388684,9397464.895999078,3.508873465803252e-05,0.7442663432314407,3.508873465803252e-05,13.3167306,13.3167306,10000000,0.173,94665.51266458638,3,0.01,10,0.24,0.424661552,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30575631744,0.9999636922516211,1,0.002307,20951.297824847756,0.6975562658230032,0.006975815934399717,0.999948211789,0.0,6.730646593192429,0.023772626306859113,31.32822350452392
23,10,28,27.242058150000002,28.0,0.0001,76.17943817528919,12.541207812449782,262.30006735361576,0.0004451162858701219,320.75372319999997,9155302.355877375,336466.28185432556,0.07740207518055323,0.21521548900128878,22.998808871147006,0,0.0,0.29261756418184204,361.7709319642338,9492130.408663666,3.811272247524517e-05,0.8024180052401745,3.811272247524517e-05,13.242058150000002,13.242058150000002,10000000,0.173,80439.80422249231,3,0.01,10,0.24,0.4306353479999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3100574505599999,0.999960486653185,1,0.002307,21121.282635009105,0.7617642807072841,0.00761794381752892,0.999948211789,0.0,17.005507083315514,0.026230006735361577,33.61906908037726
24,10,28,26.816205000000004,28.0,0.0001,92.93914338370546,12.136111036313903,278.88739934394215,0.0004832290083453671,333.99578134999996,9214586.496631498,357587.56448933465,0.08502001899808215,0.24144549573665036,23.998757082936006,0,0.0,0.3264655147347325,396.15176532531837,9572570.212886158,4.138405428377395e-05,0.8602435866812225,4.138405428377395e-05,12.816205000000004,12.816205000000004,10000000,0.173,68137.58528153303,3,0.01,10,0.24,0.46470359999999966,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33458659199999974,0.9999570100367585,1,0.002307,21258.051147728867,0.929351479333477,0.009293914338370545,0.999948211789,0.0,16.80388788831208,0.027888739934394217,41.09485442403462
25,10,28,27.57499265,28.0,0.0001,109.66314062522363,12.877255963957236,303.1504771397303,0.0005246130626291411,346.81198635,9261424.006559398,378845.6156370635,0.09431393333645269,0.2693342356710446,24.998705294725006,0,0.0,0.3636481690074973,438.1759712286864,9640707.79816769,4.545060180249068e-05,0.9162095473799126,4.545060180249068e-05,13.574992649999999,13.574992649999999,10000000,0.173,57566.743425154535,3,0.01,10,0.24,0.3977012054000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2863448678880002,0.9999526902946089,1,0.002307,21366.105283132532,1.096579524943484,0.010966314062522364,0.999948211789,0.0,16.26783896976903,0.03031504771397303,41.399991919862785
26,10,28,27.43688535,28.0,0.0001,126.01664459408462,12.735695283971639,328.25231504211007,0.0005700636644316318,360.386979,9297582.148129975,400211.72092019604,0.10528024739897505,0.2996492833850176,25.998653506514007,0,0.0,0.4049295307839927,480.67254267349267,9698274.541592844,4.956268670391208e-05,0.9754889912663754,4.956268670391208e-05,13.43688535,13.43688535,10000000,0.173,48531.98817800284,3,0.01,10,0.24,0.4150491719999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29883540383999996,0.9999483040121427,1,0.002307,21449.522115735854,1.2601013003915589,0.012601664459408463,0.999948211789,0.0,17.46259067624078,0.03282523150421101,47.65628809818206
27,10,28,27.617430900000002,28.0,0.0001,143.72678669446856,12.921389633109339,358.41318723254716,0.0006196263511355439,373.82386435,9324615.697802844,421661.2430359319,0.11788191185838352,0.33247451488922863,26.998601718303007,0,0.0,0.45035642674761217,529.5889320720663,9746806.529770847,5.433461005453211e-05,1.0341653465065503,5.433461005453211e-05,13.617430900000002,13.617430900000002,10000000,0.173,40844.12026248286,3,0.01,10,0.24,0.39074133239999964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2813337593279997,0.9999432085060567,1,0.002307,21511.88851483116,1.4371862423553252,0.014372678669446857,0.999948211789,0.0,17.273246718931556,0.03584131872325472,50.43290084163053
28,10,28,26.8520819,28.0,0.0001,161.422898765297,12.169227004844213,391.53700003652284,0.000673960961190076,387.44129525,9343896.059463412,443173.13155076304,0.13225459052783037,0.3683158336124833,27.998549930092008,0,0.0,0.5005704241403137,581.4590191560521,9787650.65003333,5.940741450085083e-05,1.0936301102620087,5.940741450085083e-05,12.852081900000002,12.852081900000002,10000000,0.173,34326.14540082902,3,0.01,10,0.24,0.4618334479999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3325200825599999,0.9999377751171207,1,0.002307,21556.368309182093,1.6141285424432728,0.0161422898765297,0.0,0.0,16.602934501687336,0.039153700003652286,63.673015619568936
29,10,28,26.6140384,28.0,0.0001,179.62381951955106,11.952820782034813,438.5679274544008,0.0007333683756909268,400.29337714999997,9356600.549410896,464729.49985994515,0.14839688040436005,0.4074695336161356,27.998549930092008,0,0.0,0.5558664140204956,646.7461633180643,9821976.79543416,6.584684293071334e-05,1.149752738646288,6.584684293071334e-05,12.614038399999998,12.614038399999998,10000000,0.173,28816.471836121294,3,0.01,10,0.24,0.48087692800000015,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.08655784704000002,0.9999308828608576,1,0.002307,21585.67756749094,1.7961140443502406,0.017962381951955108,6.478557780704619,0.0,18.050616505835585,0.043856792745440076,25.546776471726396
30,10,28,27.192010600000003,28.0,0.0001,192.9740299070803,12.492202718406375,446.02023062754614,0.0007992152186216401,412.90741555,9363804.00078901,486315.1774274361,0.16635926235631515,0.45132632636157566,34.47710771079662,0,0.0,0.6176855887178908,674.0890538341409,9850793.26727028,6.842992595061691e-05,1.2048358757641922,6.842992595061691e-05,13.192010600000003,13.192010600000003,10000000,0.173,24170.56699521027,3,0.01,10,0.24,0.4346391519999997,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.07823504735999993,0.9999280163777023,1,0.002307,21602.295929820248,1.929601389373982,0.01929740299070803,0.0,9.12184802,19.78210950416068,0.04460202306275462,25.096245608359517
31,10,28,26.504823000000002,28.0,0.0001,214.66644339762425,11.856087548907288,451.28976470868224,0.0008676451445722571,426.09942615,9366345.246007403,507917.4733572564,0.1856566653470232,0.4959283494243303,34.47710771079662,0,9.12184802,0.6815850147713535,701.1149008318745,9874963.834265491,7.099923732369031e-05,1.262442908951965,7.099923732369031e-05,12.504823000000002,12.504823000000002,10000000,0.173,20260.581809560917,3,0.01,10,0.24,0.48961415999999985,1.0,0.5526891188,0.5,0.5,0.5,0.2763445594,0.2763445594,0.048708795355632384,0.9999251509094951,1,0.002307,21608.15858253908,2.14650375809574,0.021466644339762427,0.0,10.5679892,22.130218828128484,0.04512897647086823,20.455361228318125
32,10,28,26.698622399999998,28.0,0.0001,238.9216993395087,12.028829254497667,449.56977813240104,0.0009386443818959474,438.60424915,9364975.067369439,529525.6319397955,0.2071233096867856,0.5410573258951985,34.47710771079662,0,19.68983722,0.7481806355819841,723.7167658182884,9895224.416075053,7.31379840807442e-05,1.3170491229257641,7.31379840807442e-05,12.698622399999998,12.698622399999998,10000000,0.173,16975.1186484834,3,0.01,10,0.24,0.47411020800000014,1.0,0.01550813899999992,0.5,0.5,0.5,0.00775406949999996,0.00775406949999996,0.0013234620612569178,0.9999227268800226,1,0.002307,21604.997580421295,2.3890323711437045,0.023892169933950873,0.0,14.3966371,20.662457546749124,0.04495697781324011,10.316179370632335
33,10,28,26.933559499999998,28.0,0.0001,261.9492970874676,12.245109905792628,439.178542978471,0.0010117823659766916,451.30287154999996,9360332.48322576,551130.6295202167,0.23101547962073649,0.5860143037084387,34.47710771079662,0,34.08647432,0.8170297833291751,736.4219775600644,9912199.534723537,7.429450698407517e-05,1.3725016224890827,7.429450698407517e-05,12.933559499999998,12.933559499999998,10000000,0.173,14217.858766034287,3,0.01,10,0.24,0.4553152400000002,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.9999213314221893,1,0.002307,21594.28713880183,2.619286899088072,0.02619492970874676,0.0,14.6721724,22.874749428653388,0.0439178542978471,10.0
34,10,28,27.0007897,28.0,0.0001,287.4171384855003,12.308439998082036,426.2598756955198,0.0010860768729607667,464.23643104999996,9352943.435566092,572724.9166590186,0.25721040932948325,0.6299321580062858,34.47710771079662,0,48.75864672,0.887142567335769,749.0412644591524,9926417.39348957,7.545937620459376e-05,1.4289800482532748,7.545937620459376e-05,13.000789699999999,13.000789699999999,10000000,0.173,11906.101448030837,3,0.01,10,0.24,0.4499368240000001,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.9999199202596927,1,0.002307,21577.240605850977,2.873941221956905,0.02874171384855003,0.0,10.641365,26.27090168630954,0.04262598756955198,10.0
35,10,28,27.06698435,28.0,0.0001,316.5332396799182,12.37143790203331,409.9463480216407,0.0011615362491653603,477.23722074999995,9343259.42246705,594302.1572648695,0.28595212317803326,0.6725581455758377,34.47710771079662,0,59.40001172,0.9585102687538709,761.9152056811095,9938323.4949376,7.666435954406345e-05,1.4857520556768558,7.666435954406345e-05,13.066984349999998,13.066984349999998,10000000,0.173,9969.290856295374,3,0.01,10,0.24,0.4446412520000001,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.9999184596034034,1,0.002307,21554.899587631484,3.165074294340187,0.03165332396799182,0.0,13.0229806,31.32822350452392,0.04099463480216407,10.0
36,10,28,26.9992459,28.0,0.0001,350.9948841548143,12.306978408275562,388.5771298823146,0.0012382006087094239,490.30420509999993,9331660.648661418,615857.056852501,0.31760544714602507,0.7135527803780017,34.47710771079662,0,72.42299232,1.0311582275240267,775.0802799754496,9948292.785793895,7.79108834716103e-05,1.542813122707423,7.79108834716103e-05,12.999245899999998,12.999245899999998,10000000,0.173,8347.495245820955,3,0.01,10,0.24,0.4500603280000001,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.9999169476969907,1,0.002307,21528.141216461892,3.5096573322134077,0.03509948841548143,0.0,9.35726947,74.71392350441188,0.03885771298823146,10.0
37,10,28,27.2138453,28.0,0.0001,429.1833655030241,12.513535441581979,323.82434866491445,0.0013161114921810342,503.30345099999994,9318466.493033445,637385.1980689629,0.3527049355615065,0.7524104933662332,34.47710771079662,0,81.78026179000001,1.1051154289277396,788.5899373076629,9956640.281039715,7.920241316836196e-05,1.5995783886462878,7.920241316836196e-05,13.2138453,13.2138453,10000000,0.173,6989.997327222632,3,0.01,10,0.24,0.4328923760000001,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999153805824299,1,0.002307,21497.702299428158,4.291470482566044,0.042918336550302416,0.0,0.0,0.0,0.03238243486649145,10.0
38,10,28,27.043849,28.0,0.0001,433.43191764903986,12.349346653956102,333.79196623004793,0.0013953139053493962,516.5172962999999,9303944.496590756,658882.9003683911,0.3956232721118089,0.7847929282327246,34.47710771079662,0,81.78026179000001,1.1804162003445335,802.881407790229,9963630.278366936,8.058121240542691e-05,1.657280769868995,8.058121240542691e-05,13.043849000000002,13.043849000000002,10000000,0.173,5854.006375747341,3,0.01,10,0.24,0.44649207999999985,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999137127129654,1,0.002307,21464.200053634875,4.333945179847517,0.04334319176490399,0.0,0.0,41.399991919862785,0.03337919662300479,10.0
39,10,28,26.765741050000003,28.0,0.0001,479.1225115569853,12.08983446708212,302.35859511356216,0.001475895117754823,529.5611452999999,9288319.96896769,680347.1004220259,0.4389664638767129,0.8181721248557294,34.47710771079662,0,81.78026179000001,1.2571385887324422,817.2153529700765,9969484.284742685,8.19716777346993e-05,1.7142408091703052,8.19716777346993e-05,12.765741050000003,12.765741050000003,10000000,0.173,4903.507283879092,3,0.01,10,0.24,0.4687407159999998,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999120246222276,1,0.002307,21428.15426840846,4.790803605730319,0.047912251155698526,0.0,0.0,47.65628809818206,0.030235859511356218,10.0
40,10,28,26.81142345,28.0,0.0001,531.521691009742,12.131711060205356,264.67207115586876,0.0015578667954895223,542.3268863499999,9271780.531179555,701775.2546904343,0.4868787150324114,0.8484079843670856,34.47710771079662,0,81.78026179000001,1.335286699399497,832.0061565758069,9974387.792026564,8.341425798993951e-05,1.7699864032751087,8.341425798993951e-05,12.81142345,12.81142345,10000000,0.173,4108.244342601152,3,0.01,10,0.24,0.46508612400000005,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9999102727356259,1,0.002307,21389.997785431235,5.314739990224522,0.0531521691009742,0.0,0.0,114.10591646119946,0.026467207115586876,10.0
