locationId,Date1,Date2,N_Days,latitude,longitude,Sev50%,SevMAX,AUC,maxtempMAX,maxtempMIN,maxtempMEAN,maxtempGREATER40,mintempMAX,mintempMIN,mintempMEAN,mintempSMALLER10,TemperatureMAX,TemperatureMIN,TemperatureMEAN,avgwindspeedMAX,avgwindspeedMIN,avgwindspeedMEAN,precipMAX,precipSUM,precipMEAN,precipGREATER4mm,p_opt_MIN,p_opt_MEAN,p_opt_MEDIAN,p_opt_MAX,ip_opt_MIN,ip_opt_MEAN,ip_opt_MEDIAN,ip_opt_MAX,Temp_MIN,Temp_MEAN,Temp_MEDIAN,Temp_MAX,ip_MIN,ip_MEAN,ip_MEDIAN,ip_MAX,RRDD_MIN,RRDD_MEAN,RRDD_MEDIAN,RRDD_MAX,I_MIN,I_MEAN,I_MEDIAN,I_MAX,p_MIN,p_MEAN,p_MEDIAN,p_MAX,L_MIN,L_MEAN,L_MEDIAN,L_MAX,AUDPC_MIN,AUDPC_MEAN,AUDPC_MEDIAN,AUDPC_MAX,GDUsum_MIN,GDUsum_MEAN,GDUsum_MEDIAN,GDUsum_MAX,H_MIN,H_MEAN,H_MEDIAN,H_MAX,HSEN_MIN,HSEN_MEAN,HSEN_MEDIAN,HSEN_MAX,LeakI_MIN,LeakI_MEAN,LeakI_MEDIAN,LeakI_MAX,LeakL_MIN,LeakL_MEAN,LeakL_MEDIAN,LeakL_MAX,R_MIN,R_MEAN,R_MEDIAN,R_MAX,LAT_MIN,LAT_MEAN,LAT_MEDIAN,LAT_MAX,ResSpray_MIN,ResSpray_MEAN,ResSpray_MEDIAN,ResSpray_MAX,CumuLeak_MIN,CumuLeak_MEAN,CumuLeak_MEDIAN,CumuLeak_MAX,DIS_MIN,DIS_MEAN,DIS_MEDIAN,DIS_MAX,TOTSITES_MIN,TOTSITES_MEAN,TOTSITES_MEDIAN,TOTSITES_MAX,Sev_MIN,Sev_MEAN,Sev_MEDIAN,Sev_MAX,DVS8_MIN,DVS8_MEAN,DVS8_MEDIAN,DVS8_MAX,RAUPC_MIN,RAUPC_MEAN,RAUPC_MEDIAN,RAUPC_MAX,GDU_MIN,GDU_MEAN,GDU_MEDIAN,GDU_MAX,RTinc_MIN,RTinc_MEAN,RTinc_MEDIAN,RTinc_MAX,SITEmax_MIN,SITEmax_MEAN,SITEmax_MEDIAN,SITEmax_MAX,RRG_MIN,RRG_MEAN,RRG_MEDIAN,RRG_MAX,RG_MIN,RG_MEAN,RG_MEDIAN,RG_MAX,Rc_W_MIN,Rc_W_MEAN,Rc_W_MEDIAN,Rc_W_MAX,RRLEX_MIN,RRLEX_MEAN,RRLEX_MEDIAN,RRLEX_MAX,inocp_MIN,inocp_MEAN,inocp_MEDIAN,inocp_MAX,RcOpt_MIN,RcOpt_MEAN,RcOpt_MEDIAN,RcOpt_MAX,RcT_MIN,RcT_MEAN,RcT_MEDIAN,RcT_MAX,RcA_MIN,RcA_MEAN,RcA_MEDIAN,RcA_MAX,Residual_MIN,Residual_MEAN,Residual_MEDIAN,Residual_MAX,RcFCur_MIN,RcFCur_MEAN,RcFCur_MEDIAN,RcFCur_MAX,FungEffcCur_MIN,FungEffcCur_MEAN,FungEffcCur_MEDIAN,FungEffcCur_MAX,EffRes_MIN,EffRes_MEAN,EffRes_MEDIAN,EffRes_MAX,FungEffecRes_MIN,FungEffecRes_MEAN,FungEffecRes_MEDIAN,FungEffecRes_MAX,RcRes_MIN,RcRes_MEAN,RcRes_MEDIAN,RcRes_MAX,Rc_MIN,Rc_MEAN,Rc_MEDIAN,Rc_MAX,COFR_MIN,COFR_MEAN,COFR_MEDIAN,COFR_MAX,Agg_MIN,Agg_MEAN,Agg_MEDIAN,Agg_MAX,RRSEN_MIN,RRSEN_MEAN,RRSEN_MEDIAN,RRSEN_MAX,RSEN_MIN,RSEN_MEAN,RSEN_MEDIAN,RSEN_MAX,RLEX_MIN,RLEX_MEAN,RLEX_MEDIAN,RLEX_MAX,RDI_MIN,RDI_MEAN,RDI_MEDIAN,RDI_MAX,REM_MIN,REM_MEAN,REM_MEDIAN,REM_MAX,FlowRes_MIN,FlowRes_MEAN,FlowRes_MEDIAN,FlowRes_MAX,RT_MIN,RT_MEAN,RT_MEDIAN,RT_MAX,RDL_MIN,RDL_MEAN,RDL_MEDIAN,RDL_MAX,RI_MIN,RI_MEAN,RI_MEDIAN,RI_MAX
Field_44.26405373_-92.9375238,20170503,20170909,129,44.26405373,-92.9375238,8.431955216597881e-05,0.00019194858955319316,0.01123363527230604,32.94701538,-20.25299683,14.867834262820626,0,24.09914551,-29.66707458,5.978899521669656,758,27.614953614999997,-23.60347595,10.423366892245143,19.60985374,2.806129853,7.920433244174888,48.68947712,4218.610209959999,3.1529224289686093,272,0,13.892307692307693,14.0,14,0,27.784615384615385,28.0,28,0.0,20.476651634973077,21.0989395125,27.614953614999997,0.0,22.765977236949155,24.451353756666666,28.0,0.0,9.923076923076925e-05,0.0001,0.0001,5.726152204758019,287.61255432446376,360.3567057610961,518.1668151448789,0.0,15.80420248455927,14.10857950612997,41.13882164542797,0.0,173.6006486477509,188.35247998742003,314.88056893756794,0.0,0.003491582223002398,0.002318314133389946,0.0113322273138632,-10.952764884999999,361.33557881714603,325.49028321900005,855.9647125464998,0.0,8098926.4511109935,8428412.964279205,9366718.134681514,0.0,1174349.3017350566,1192630.765909803,2411446.6805551546,0.0,1.2081684974537128,0.9714890915016221,3.636383278549602,0.0,1.01160097928392,1.0104231151296057,2.2262768922738267,0.0,408.2512474992198,272.4812291933364,1254.9401808415755,0,0.0,0.0,0,-4.47e-05,14.3446615704,19.197816838999998,19.197816838999998,0.0,2.219769476737633,1.9819122066312278,5.862660170823428,0.0,866.6046593780212,843.1559999307779,1919.4858908338613,0.0,9274142.35750543,9999530.885285532,9999999.97552433,0.0,8.717097933740922e-05,8.431955216597881e-05,0.00019194858955319316,0.0,1.0963290042960023,0.7793310974082972,3.1100456405305668,0.0,8.717097933740922e-05,8.431955216597881e-05,0.00019194858955319316,-8.48444214,6.5843439426653845,7.098939512499999,13.614953614999997,-8.48444214,6.5843439426653845,7.098939512499999,13.614953614999997,0,9923076.923076924,10000000.0,10000000,0.0,0.17166923076923077,0.173,0.173,0.0,57692.20684564849,60.44484165239513,427386.92965182086,0,2.1384615384615384,2.0,3,0.0,0.009923076923076923,0.01,0.01,0,9.923076923076923,10.0,10,0.0,0.13892307692307693,0.13999999999999999,0.13999999999999999,0.0,0.8104684551544538,0.8893827108166666,1.0,0.0,0.8471262173926944,1.0,1.0,0.0,0.2754197257044615,0.04010915805000009,1.0,0.5,0.9692307692307692,1.0,1.0,0.5,0.9692307692307692,1.0,1.0,0.5,0.9692307692307692,1.0,1.0,0.020336210975000046,0.2674412155393462,0.04010915805000009,1.0,0.020336210975000046,0.2674412155393462,0.04010915805000009,1.0,0.0,0.0616175141681861,0.00906906903209689,0.41999999999999993,0.0,0.9922025019559835,0.9999020019976234,0.9999973822395142,0,0.9923076923076923,1.0,1,0.0,0.0022892538461538464,0.002307,0.002307,0.0,18684.223421943832,19444.348808592127,21609.018836710253,0.0,2.837054813048609,3.6019349214125476,5.180384934080669,0.0,0.028365459319837843,0.03602275404122918,0.05181668151448789,0.0,9.760142635454175,1.7389707266901793,55.208313055559195,-4.47e-05,0.14767551414615382,0.0,11.79209994,0.0,10.715740895182272,11.659456634565483,55.208313055559195,0.0,0.01723860587866657,0.018835247998742005,0.0314880568937568,0.0,11.947569362146124,12.45475498852182,18.817603132233508
